TSC_TSTAMP_UTC	TSC_VALUE_F
1973-10-02 00:30:00	95.87
1973-10-02 01:30:00	95.87
1973-10-02 02:30:00	95.87
1973-10-02 03:30:00	95.87
1973-10-02 04:30:00	95.87
1973-10-02 05:30:00	95.87
1973-10-02 06:30:00	95.87
1973-10-02 07:30:00	95.87
1973-10-02 08:30:00	95.87
1973-10-02 09:30:00	95.87
1973-10-02 10:30:00	95.87
1973-10-02 11:30:00	95.87
1973-10-02 12:30:00	95.87
1973-10-02 13:30:00	95.87
1973-10-02 14:30:00	95.87
1973-10-02 15:30:00	95.87
1973-10-02 16:30:00	95.87
1973-10-02 17:30:00	95.87
1973-10-02 18:30:00	95.87
1973-10-02 19:30:00	95.87
1973-10-02 20:30:00	95.87
1973-10-02 21:30:00	95.87
1973-10-02 22:30:00	95.87
1973-10-02 23:30:00	95.87
1973-10-03 00:30:00	95.87
1973-10-03 01:30:00	95.87
1973-10-03 02:30:00	95.87
1973-10-03 03:30:00	95.87
1973-10-03 04:30:00	95.87
1973-10-03 05:30:00	95.87
1973-10-03 06:30:00	95.87
1973-10-03 07:30:00	95.87
1973-10-03 08:30:00	95.87
1973-10-03 09:30:00	95.87
1973-10-03 10:30:00	95.87
1973-10-03 11:30:00	95.87
1973-10-03 12:30:00	95.87
1973-10-03 13:30:00	95.87
1973-10-03 14:30:00	95.87
1973-10-03 15:30:00	95.87
1973-10-03 16:30:00	95.87
1973-10-03 17:30:00	95.87
1973-10-03 18:30:00	95.87
1973-10-03 19:30:00	95.87
1973-10-03 20:30:00	95.87
1973-10-03 21:30:00	95.87
1973-10-03 22:30:00	95.87
1973-10-03 23:30:00	95.87
1973-10-04 00:30:00	95.87
1973-10-04 01:30:00	95.87
1973-10-04 02:30:00	95.87
1973-10-04 03:30:00	95.87
1973-10-04 04:30:00	95.87
1973-10-04 05:30:00	95.87
1973-10-04 06:30:00	95.87
1973-10-04 07:30:00	95.87
1973-10-04 08:30:00	95.87
1973-10-04 09:30:00	95.87
1973-10-04 10:30:00	95.87
1973-10-04 11:30:00	95.87
1973-10-04 12:30:00	95.87
1973-10-04 13:30:00	95.87
1973-10-04 14:30:00	95.87
1973-10-04 15:30:00	95.87
1973-10-04 16:30:00	95.87
1973-10-04 17:30:00	95.87
1973-10-04 18:30:00	95.87
1973-10-04 19:30:00	95.87
1973-10-04 20:30:00	95.87
1973-10-04 21:30:00	95.87
1973-10-04 22:30:00	95.87
1973-10-04 23:30:00	95.87
1973-10-05 00:30:00	95.87
1973-10-05 01:30:00	95.87
1973-10-05 02:30:00	95.87
1973-10-05 03:30:00	95.87
1973-10-05 04:30:00	95.87
1973-10-05 05:30:00	95.87
1973-10-05 06:30:00	95.87
1973-10-05 07:30:00	95.87
1973-10-05 08:30:00	95.87
1973-10-05 09:30:00	95.87
1973-10-05 10:30:00	95.87
1973-10-05 11:30:00	95.87
1973-10-05 12:30:00	95.87
1973-10-05 13:30:00	95.87
1973-10-05 14:30:00	95.87
1973-10-05 15:30:00	95.87
1973-10-05 16:30:00	95.87
1973-10-05 17:30:00	95.87
1973-10-05 18:30:00	95.87
1973-10-05 19:30:00	95.87
1973-10-05 20:30:00	95.87
1973-10-05 21:30:00	95.87
1973-10-05 22:30:00	95.87
1973-10-05 23:30:00	95.87
1973-10-06 00:30:00	95.87
1973-10-06 01:30:00	95.87
1973-10-06 02:30:00	95.87
1973-10-06 03:30:00	95.87
1973-10-06 04:30:00	95.87
1973-10-06 05:30:00	95.87
1973-10-06 06:30:00	95.87
1973-10-06 07:30:00	95.87
1973-10-06 08:30:00	95.87
1973-10-06 09:30:00	95.87
1973-10-06 10:30:00	95.87
1973-10-06 11:30:00	95.87
1973-10-06 12:30:00	95.87
1973-10-06 13:30:00	95.87
1973-10-06 14:30:00	95.87
1973-10-06 15:30:00	95.87
1973-10-06 16:30:00	95.87
1973-10-06 17:30:00	95.87
1973-10-06 18:30:00	95.87
1973-10-06 19:30:00	95.87
1973-10-06 20:30:00	95.87
1973-10-06 21:30:00	95.87
1973-10-06 22:30:00	95.87
1973-10-06 23:30:00	95.87
1973-10-07 00:30:00	95.87
1973-10-07 01:30:00	95.87
1973-10-07 02:30:00	95.87
1973-10-07 03:30:00	95.87
1973-10-07 04:30:00	95.87
1973-10-07 05:30:00	95.87
1973-10-07 06:30:00	95.87
1973-10-07 07:30:00	95.87
1973-10-07 08:30:00	95.87
1973-10-07 09:30:00	95.87
1973-10-07 10:30:00	95.87
1973-10-07 11:30:00	95.87
1973-10-07 12:30:00	95.87
1973-10-07 13:30:00	95.87
1973-10-07 14:30:00	95.87
1973-10-07 15:30:00	95.87
1973-10-07 16:30:00	95.87
1973-10-07 17:30:00	95.87
1973-10-07 18:30:00	95.87
1973-10-07 19:30:00	95.87
1973-10-07 20:30:00	95.87
1973-10-07 21:30:00	95.87
1973-10-07 22:30:00	95.87
1973-10-07 23:30:00	95.87
1973-10-08 00:30:00	95.87
1973-10-08 01:30:00	95.87
1973-10-08 02:30:00	95.87
1973-10-08 03:30:00	95.87
1973-10-08 04:30:00	95.87
1973-10-08 05:30:00	95.87
1973-10-08 06:30:00	95.87
1973-10-08 07:30:00	95.87
1973-10-08 08:30:00	95.87
1973-10-08 09:30:00	95.87
1973-10-08 10:30:00	95.87
1973-10-08 11:30:00	95.87
1973-10-08 12:30:00	95.87
1973-10-08 13:30:00	95.87
1973-10-08 14:30:00	95.87
1973-10-08 15:30:00	95.87
1973-10-08 16:30:00	95.87
1973-10-08 17:30:00	95.87
1973-10-08 18:30:00	95.87
1973-10-08 19:30:00	95.87
1973-10-08 20:30:00	95.87
1973-10-08 21:30:00	95.87
1973-10-08 22:30:00	95.87
1973-10-08 23:30:00	95.87
1973-10-09 00:30:00	95.87
1973-10-09 01:30:00	95.87
1973-10-09 02:30:00	95.87
1973-10-09 03:30:00	95.87
1973-10-09 04:30:00	95.87
1973-10-09 05:30:00	95.87
1973-10-09 06:30:00	95.87
1973-10-09 07:30:00	95.87
1973-10-09 08:30:00	95.87
1973-10-09 09:30:00	95.87
1973-10-09 10:30:00	95.87
1973-10-09 11:30:00	95.87
1973-10-09 12:30:00	95.87
1973-10-09 13:30:00	95.87
1973-10-09 14:30:00	95.87
1973-10-09 15:30:00	95.87
1973-10-09 16:30:00	95.87
1973-10-09 17:30:00	95.87
1973-10-09 18:30:00	95.87
1973-10-09 19:30:00	95.87
1973-10-09 20:30:00	95.87
1973-10-09 21:30:00	95.87
1973-10-09 22:30:00	95.87
1973-10-09 23:30:00	95.87
1973-10-10 00:30:00	95.87
1973-10-10 01:30:00	95.87
1973-10-10 02:30:00	95.87
1973-10-10 03:30:00	95.87
1973-10-10 04:30:00	95.87
1973-10-10 05:30:00	95.87
1973-10-10 06:30:00	95.87
1973-10-10 07:30:00	95.87
